Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,Time,Date,POI,Category,name,stars,L2_Category_name,clusters,L1_Category_name,L1_Category
1811,1234,0,165,35.206535,-80.860787,20:03:59,20121105,Independent,Dentist's Office,Southview Dentistry,4,134,0,6,Professional & Other Places
698,494,0,165,35.241522,-80.795478,21:37:51,20121105,Independent,Grocery Store,Giant Penny,3.5,21,1,5,Shop & Service
190,141,0,165,35.294521,-80.748,21:55:50,20121105,Independent,Burger Joint,McDonald's,1.5,38,5,2,Food
1812,1235,0,165,35.294051,-80.750561,23:47:01,20121105,Independent,Furniture / Home Store,Value City Furniture,2.5,84,5,5,Shop & Service
1662,1140,0,165,35.213268,-80.781618,18:00:34,20121106,Independent,Burger Joint,McDonald's,1.5,38,1,2,Food
1196,219,1,165,35.099268,-80.777726,17:55:21,20121107,Combined,Bank,Susan Chambers  - Coldwell Banker United Realtors,4.5,37,7,5,Shop & Service
1795,393,1,165,35.33452,-80.795115,0:38:44,20121113,Combined,Grocery Store,Dollar Tree,3.5,21,5,5,Shop & Service
1813,1236,0,165,35.296732,-80.79927,18:15:40,20121119,Independent,Post Office,United States Post Office,3.5,23,5,6,Professional & Other Places
1814,260,1,165,35.347004,-80.854192,12:39:10,20121126,Combined,Veterinarian,Banfield Pet Hospital,2.5,107,9,6,Professional & Other Places
1682,1151,0,165,35.15398,-80.824444,22:41:51,20121128,Independent,Department Store,Alphabet Soup Monogramming Boutique,4,70,3,5,Shop & Service
891,626,0,165,35.348195,-80.851879,15:17:11,20121201,Independent,American Restaurant,La Madeleine Country French Cafe,3.5,13,9,2,Food
1815,1237,0,165,35.31319,-80.751676,19:55:35,20121202,Independent,Clothing Store,Ross Dress for Less,2.5,85,5,5,Shop & Service
1809,1232,0,165,35.301378,-80.801352,19:11:35,20121209,Independent,Grocery Store,Save-A-Lot,3.5,21,5,5,Shop & Service
1815,1237,0,165,35.31319,-80.751676,19:47:21,20121209,Independent,Clothing Store,Ross Dress for Less,2.5,85,5,5,Shop & Service
1321,909,1,165,35.335061,-80.796798,21:52:05,20121216,Combined,Grocery Store,Food Lion,3.5,21,5,5,Shop & Service
1816,393,1,165,35.334955,-80.796155,21:52:15,20121216,Combined,Caribbean Restaurant,Anntony's Caribbean Cafe,3.5,193,5,2,Food
219,161,0,165,35.295145,-80.757923,0:01:48,20121218,Independent,Department Store,Walmart Supercenter,2,70,5,5,Shop & Service
786,313,1,165,35.175054,-80.801926,17:31:24,20121218,Combined,Breakfast Spot,IHOP,2.5,56,3,2,Food
734,208,1,165,35.308596,-80.748217,19:50:23,2012616,Combined,Fast Food Restaurant,McDonald's,1.5,26,5,2,Food
1191,811,0,165,35.17808,-80.800442,16:27:11,2012618,Independent,Bank,Bank of America,2,37,3,5,Shop & Service
1027,712,0,165,35.171478,-80.806826,16:36:35,2012627,Independent,Southern / Soul Food Restaurant,Hotel Charlotte Restaurant,4,62,3,2,Food
440,318,0,165,35.156307,-80.795029,18:31:19,2012705,Independent,Grocery Store,The Fresh Market,3.5,21,3,5,Shop & Service
755,531,0,165,35.171373,-80.807329,23:45:32,2012718,Independent,Spa / Massage,Massage Envy - Myers Park,3,67,3,5,Shop & Service
772,545,0,165,35.171152,-80.807455,23:53:11,2012718,Independent,Juice Bar,Juice Bar Providence Plaza,4,101,3,2,Food
1810,1233,0,165,35.3046,-80.859133,19:14:39,2012809,Independent,Grocery Store,Aldi,4,21,9,5,Shop & Service
308,219,1,165,35.097844,-80.783501,17:36:13,2012813,Combined,Fast Food Restaurant,McDonald's,1.5,26,7,2,Food
220,162,1,165,35.35093,-80.850031,19:48:26,2012915,Combined,Department Store,Macy's,2,70,9,5,Shop & Service
181,135,0,166,35.136631,-80.937138,0:31:47,2012404,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
1294,146,1,166,35.103005,-80.983196,15:44:03,2012407,Combined,Pet Store,PetSmart,2.5,29,4,5,Shop & Service
286,211,0,166,35.103953,-80.984788,15:44:13,2012407,Independent,Fast Food Restaurant,Chick-fil-A,2.5,26,4,2,Food
38,33,1,166,35.082129,-80.876713,17:40:16,2012410,Combined,Mall,Carolina Place Mall,3.5,25,6,5,Shop & Service
298,217,0,166,35.100026,-80.985783,19:08:34,2012411,Independent,Department Store,Target,4,70,4,5,Shop & Service
181,135,0,166,35.136631,-80.937138,14:12:34,2012414,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
298,217,0,166,35.100026,-80.985783,19:30:37,2012415,Independent,Department Store,Target,4,70,4,5,Shop & Service
197,14,1,166,35.143915,-80.929456,17:22:04,2012416,Combined,Fast Food Restaurant,Chick-fil-A,2.5,26,4,2,Food
298,217,0,166,35.100026,-80.985783,15:54:29,2012418,Independent,Department Store,Target,4,70,4,5,Shop & Service
181,135,0,166,35.136631,-80.937138,1:10:56,2012419,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
245,183,0,166,35.138997,-80.908235,18:42:13,2012420,Independent,American Restaurant,Ruby Tuesday,2.5,13,4,2,Food
321,230,0,166,35.091779,-80.871125,6:49:04,2012422,Independent,Hospital,Carolinas Medical Center-Pineville,2.5,88,6,6,Professional & Other Places
197,14,1,166,35.143915,-80.929456,19:16:15,2012423,Combined,Fast Food Restaurant,Chick-fil-A,2.5,26,4,2,Food
323,232,0,166,35.099404,-80.992484,14:44:35,2012424,Independent,Doctor's Office,Carolinas Healthcare,1.5,74,4,6,Professional & Other Places
325,233,0,166,35.078477,-80.874202,14:17:06,2012427,Independent,Grocery Store,Sam's Club,2.5,21,6,5,Shop & Service
1817,44,1,166,35.103148,-80.87782,15:58:23,2012429,Combined,Kids Store,Babies R Us,2.5,102,6,5,Shop & Service
242,180,0,166,35.1279,-80.943113,17:33:45,2012504,Independent,Bank,Bank of America,2.5,37,4,5,Shop & Service
1782,1214,0,166,35.13837,-80.93261,23:45:30,2012504,Independent,American Restaurant,Harry's Grille & Tavern,4,13,4,2,Food
379,4,1,166,35.239398,-80.845406,12:47:49,2012505,Combined,General Entertainment,AvidXChange Music Factory,3.5,120,0,0,Arts & Entertainment
188,14,1,166,35.144073,-80.93209,15:09:55,2012505,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
576,23,1,166,35.225327,-80.842069,23:37:48,2012510,Combined,Sushi Restaurant,Enso Asian Bistro & Sushi Bar,3.5,52,0,2,Food
340,245,0,166,35.134282,-80.940142,20:01:46,2012511,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
233,172,0,166,35.203193,-80.840987,14:18:37,2012514,Independent,Hospital,Levine Children's Hospital,3.5,88,0,6,Professional & Other Places
181,135,0,166,35.136631,-80.937138,13:52:02,2012515,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
1817,44,1,166,35.103148,-80.87782,15:17:49,2012516,Combined,Kids Store,Babies R Us,2.5,102,6,5,Shop & Service
245,183,0,166,35.138997,-80.908235,0:58:45,2012519,Independent,American Restaurant,Ruby Tuesday,2.5,13,4,2,Food
366,268,0,166,35.136673,-80.936598,19:29:16,2012519,Independent,Sandwich Place,McAlister's Deli,3.5,35,4,2,Food
323,232,0,166,35.099404,-80.992484,13:13:38,2012522,Independent,Doctor's Office,Carolinas Healthcare,1.5,74,4,6,Professional & Other Places
181,135,0,166,35.136631,-80.937138,14:02:40,2012522,Independent,Coffee Shop,Starbucks,3,14,4,2,Food
298,217,0,166,35.100026,-80.985783,17:11:12,2012523,Independent,Department Store,Target,4,70,4,5,Shop & Service
1782,1214,0,166,35.13837,-80.93261,23:49:19,2012527,Independent,American Restaurant,Harry's Grille & Tavern,4,13,4,2,Food
304,205,1,166,35.063254,-80.77351,20:35:46,2012528,Combined,Coffee Shop,Starbucks,2.5,14,7,2,Food
1155,205,1,166,35.062881,-80.773861,23:38:16,2012528,Combined,Sushi Restaurant,Sushi 101,3.5,52,7,2,Food
1294,146,1,166,35.103005,-80.983196,14:36:21,2012601,Combined,Pet Store,PetSmart,2.5,29,4,5,Shop & Service
298,217,0,166,35.100026,-80.985783,14:39:41,2012601,Independent,Department Store,Target,4,70,4,5,Shop & Service
263,199,0,166,35.272343,-81.005276,18:19:32,2012601,Independent,Water Park,US National Whitewater Center,4.5,97,2,0,Arts & Entertainment
340,245,0,166,35.134282,-80.940142,14:04:31,2012608,Independent,Grocery Store,Food Lion,3,21,4,5,Shop & Service
354,259,0,166,35.101934,-80.991211,19:20:01,2012609,Independent,Sports Bar,Hickory Tavern,3,17,4,1,Nightlife Spot
494,216,1,166,35.053669,-80.851442,1:01:53,2012610,Combined,Pizza Place,Mellow Mushroom,3,42,6,2,Food
79,41,1,166,35.059244,-80.813643,0:08:47,2012611,Combined,Ramen /  Noodle House,Nothing But Noodles,3.5,44,7,2,Food
943,662,1,166,35.06919,-80.844339,10:30:43,2012611,Combined,Gym,LA Fitness,2.5,61,6,5,Shop & Service
943,662,1,166,35.06919,-80.844339,10:17:12,2012613,Combined,Gym,LA Fitness,2.5,61,6,5,Shop & Service
188,14,1,166,35.144073,-80.93209,15:08:11,2012617,Combined,Sandwich Place,Panera Bread,3,35,4,2,Food
943,662,1,166,35.06919,-80.844339,10:15:33,2012618,Combined,Gym,LA Fitness,2.5,61,6,5,Shop & Service
298,217,0,166,35.100026,-80.985783,16:51:46,2012618,Independent,Department Store,Target,4,70,4,5,Shop & Service
1080,744,0,167,35.21362,-80.826401,21:06:28,20121008,Independent,Restaurant,Nothing But Noodles,4,46,0,2,Food
183,137,0,167,35.153183,-80.825357,11:44:03,20121013,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1818,71,1,167,35.203208,-80.844966,11:55:22,20121016,Combined,Coffee Shop,Dilworth Coffee,4,14,0,2,Food
1819,1238,0,167,35.070633,-80.698881,18:41:02,20121026,Independent,Drugstore / Pharmacy,Walgreens,4.5,11,8,5,Shop & Service
674,478,0,167,35.202186,-80.82459,11:35:23,20121029,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
674,478,0,167,35.202186,-80.82459,12:29:13,20121030,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
183,137,0,167,35.153183,-80.825357,11:44:13,20121101,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
183,137,0,167,35.153183,-80.825357,12:24:31,20121102,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
674,478,0,167,35.202186,-80.82459,12:45:00,20121105,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
72,54,0,167,35.064718,-80.740521,16:42:23,20121105,Independent,Park,Colonel Francis Beatty Park,4,43,7,7,Outdoors & Recreation
183,137,0,167,35.153183,-80.825357,12:47:10,20121109,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
674,478,0,167,35.202186,-80.82459,12:40:14,20121112,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
674,478,0,167,35.202186,-80.82459,13:06:21,20121113,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
183,137,0,167,35.153183,-80.825357,12:31:40,20121116,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1023,202,1,167,35.127297,-80.704376,20:46:31,20121117,Combined,Electronics Store,Best Buy,2,40,8,5,Shop & Service
1002,198,1,167,35.125177,-80.709311,15:42:52,20121118,Combined,Grocery Store,Harris Teeter,3.5,21,8,5,Shop & Service
139,104,0,167,35.212566,-80.817992,14:32:44,20121122,Independent,Coffee Shop,Starbucks,3.5,14,1,2,Food
1818,71,1,167,35.203208,-80.844966,13:30:23,20121123,Combined,Coffee Shop,Dilworth Coffee,4,14,0,2,Food
770,361,1,167,35.219018,-80.81321,22:38:22,20121123,Combined,American Restaurant,Diamond Restaurant,3.5,13,1,2,Food
1035,198,1,167,35.126933,-80.710513,23:56:52,20121123,Combined,Hardware Store,The Home Depot,3.5,27,8,5,Shop & Service
183,137,0,167,35.153183,-80.825357,12:36:04,20121124,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1820,1239,0,167,35.06882,-80.700289,16:00:13,20121126,Independent,Grocery Store,Harris Teeter,4,21,8,5,Shop & Service
1775,1208,0,167,35.053528,-80.81265,12:18:36,20121227,Independent,American Restaurant,Famous Toastery Ballantyne,3.5,13,7,2,Food
1022,41,1,167,35.05891,-80.813665,14:02:09,20121229,Combined,American Restaurant,Flying Biscuit Cafe- Charlotte,3.5,13,7,2,Food
1387,948,0,167,35.19842,-80.852285,13:48:59,2012503,Independent,Breakfast Spot,Famous Toastery,3.5,56,0,2,Food
1754,1196,0,167,35.117519,-80.720602,20:16:43,2012505,Independent,Mexican Restaurant,PURE taqueria,3,30,8,2,Food
710,504,0,167,35.120005,-80.700159,22:16:37,2012602,Independent,Seafood Restaurant,Captain's Galley Seafood,3.5,48,8,2,Food
1159,791,0,167,35.055888,-80.835181,15:49:41,2012603,Independent,New American Restaurant,Another Broken Egg Cafe,3.5,158,7,2,Food
1365,936,0,167,35.061952,-80.774297,17:39:52,2012603,Independent,Hardware Store,The Home Depot,2.5,27,7,5,Shop & Service
326,234,0,167,35.065868,-80.773501,18:27:50,2012603,Independent,Hardware Store,Lowe's Home Improvement Warehouse of Charlotte,2.5,27,7,5,Shop & Service
1252,855,0,167,35.173169,-80.840701,14:38:29,2012604,Independent,Gas Station / Garage,Shell Gas & Convenience Store,1.5,95,3,6,Professional & Other Places
104,73,0,167,35.191451,-80.84429,14:50:15,2012604,Independent,Park,Freedom Park,4.5,43,3,7,Outdoors & Recreation
1387,948,0,167,35.19842,-80.852285,12:24:40,2012606,Independent,Breakfast Spot,Famous Toastery,3.5,56,0,2,Food
1058,729,0,167,35.147107,-80.725651,20:42:10,2012606,Independent,American Restaurant,Chili's,2,13,8,2,Food
1821,1240,0,167,35.138868,-80.74051,10:16:06,2012607,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
183,137,0,167,35.153183,-80.825357,12:07:58,2012607,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
104,73,0,167,35.191451,-80.84429,14:31:27,2012607,Independent,Park,Freedom Park,4.5,43,3,7,Outdoors & Recreation
183,137,0,167,35.153183,-80.825357,11:50:24,2012608,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1821,1240,0,167,35.138868,-80.74051,10:25:34,2012609,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
674,478,0,167,35.202186,-80.82459,12:21:16,2012609,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
104,73,0,167,35.191451,-80.84429,14:19:37,2012609,Independent,Park,Freedom Park,4.5,43,3,7,Outdoors & Recreation
1821,1240,0,167,35.138868,-80.74051,10:22:23,2012610,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
674,478,0,167,35.202186,-80.82459,11:40:02,2012610,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
104,73,0,167,35.191451,-80.84429,12:33:56,2012610,Independent,Park,Freedom Park,4.5,43,3,7,Outdoors & Recreation
1820,1239,0,167,35.06882,-80.700289,20:05:14,2012610,Independent,Grocery Store,Harris Teeter,4,21,8,5,Shop & Service
1821,1240,0,167,35.138868,-80.74051,10:20:03,2012613,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
674,478,0,167,35.202186,-80.82459,12:00:24,2012613,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
183,137,0,167,35.153183,-80.825357,12:56:28,2012615,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
674,478,0,167,35.202186,-80.82459,12:08:10,2012617,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
173,71,1,167,35.203537,-80.845193,15:20:32,2012617,Combined,Grocery Store,Harris Teeter,3.5,21,0,5,Shop & Service
104,73,0,167,35.191451,-80.84429,15:25:54,2012617,Independent,Park,Freedom Park,4.5,43,3,7,Outdoors & Recreation
804,569,0,167,35.347508,-80.842231,13:01:12,2012618,Independent,American Restaurant,Bob Evans,3,13,9,2,Food
1821,1240,0,167,35.138868,-80.74051,10:17:12,2012621,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
1818,71,1,167,35.203208,-80.844966,15:02:09,2012621,Combined,Coffee Shop,Dilworth Coffee,4,14,0,2,Food
1821,1240,0,167,35.138868,-80.74051,10:11:58,2012627,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
674,478,0,167,35.202186,-80.82459,11:38:06,2012627,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
1822,1241,0,167,35.082283,-80.727653,23:55:12,2012630,Independent,Drugstore / Pharmacy,CVS Pharmacy,3,11,8,5,Shop & Service
1570,1070,0,167,35.138088,-80.717508,11:31:22,2012702,Independent,American Restaurant,Cracker Barrel Old Country Store,3,13,8,2,Food
1000,697,0,167,35.128818,-80.705624,19:45:49,2012702,Independent,Hardware Store,Lowe's,2.5,27,8,5,Shop & Service
1022,41,1,167,35.05891,-80.813665,13:46:37,2012703,Combined,American Restaurant,Flying Biscuit Cafe- Charlotte,3.5,13,7,2,Food
1823,276,1,167,35.137496,-80.733977,14:35:17,2012703,Combined,Food & Drink Shop,Subway,2,63,8,5,Shop & Service
1821,1240,0,167,35.138868,-80.74051,10:17:56,2012704,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
183,137,0,167,35.153183,-80.825357,11:41:51,2012704,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1824,1242,0,167,35.199668,-80.841319,12:42:27,2012704,Independent,Bagel Shop,Bruegger's Bagels,3,49,0,2,Food
72,54,0,167,35.064718,-80.740521,19:17:17,2012704,Independent,Park,Colonel Francis Beatty Park,4,43,7,7,Outdoors & Recreation
674,478,0,167,35.202186,-80.82459,11:26:21,2012705,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
1818,71,1,167,35.203208,-80.844966,12:30:16,2012706,Combined,Coffee Shop,Dilworth Coffee,4,14,0,2,Food
674,478,0,167,35.202186,-80.82459,11:29:05,2012707,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
674,478,0,167,35.202186,-80.82459,11:27:08,2012709,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
1820,1239,0,167,35.06882,-80.700289,20:12:40,2012709,Independent,Grocery Store,Harris Teeter,4,21,8,5,Shop & Service
1821,1240,0,167,35.138868,-80.74051,22:06:52,2012712,Independent,Convenience Store,Food Lion,3.5,100,8,5,Shop & Service
1825,1243,0,167,35.04047,-80.914728,15:27:12,2012713,Independent,Farm,Springs Farm Market,4.5,215,6,7,Outdoors & Recreation
1494,1014,0,167,35.220707,-80.858868,16:09:32,2012713,Independent,Hardware Store,Little Hardware,4.5,27,0,5,Shop & Service
183,137,0,167,35.153183,-80.825357,12:24:52,2012716,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1826,1244,0,167,35.14532,-80.726258,20:50:15,2012717,Independent,Restaurant,Crown Point Restaurant,4,46,8,2,Food
1116,313,1,167,35.176553,-80.801665,13:45:17,2012720,Combined,Pet Store,PetSmart,2.5,29,3,5,Shop & Service
1481,313,1,167,35.176334,-80.80174,14:11:09,2012720,Combined,Cosmetics Shop,Ulta Beauty,3,80,3,5,Shop & Service
1077,741,0,167,35.205637,-80.835664,14:51:45,2012720,Independent,Farmers Market,Kings Drive Farmers Market,4,131,0,5,Shop & Service
183,137,0,167,35.153183,-80.825357,11:21:49,2012729,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
674,478,0,167,35.202186,-80.82459,11:36:38,2012730,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
674,478,0,167,35.202186,-80.82459,12:25:06,2012806,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
183,137,0,167,35.153183,-80.825357,12:22:37,2012809,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
674,478,0,167,35.202186,-80.82459,12:22:39,2012810,Independent,Coffee Shop,Starbucks,3.5,14,0,2,Food
183,137,0,167,35.153183,-80.825357,11:36:37,2012814,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
1000,697,0,167,35.128818,-80.705624,17:51:21,2012819,Independent,Hardware Store,Lowe's,2.5,27,8,5,Shop & Service
1023,202,1,167,35.127297,-80.704376,19:46:11,2012819,Combined,Electronics Store,Best Buy,2,40,8,5,Shop & Service
1271,60,1,167,35.135418,-80.709131,21:17:56,2012819,Combined,Pet Store,PetSmart,3,29,8,5,Shop & Service
183,137,0,167,35.153183,-80.825357,11:56:54,2012913,Independent,Coffee Shop,Starbucks,4,14,3,2,Food
895,629,0,167,35.213415,-80.843802,23:04:51,2013109,Independent,American Restaurant,Big Chill,4,13,0,2,Food
403,294,0,168,35.314393,-80.754046,19:35:18,20121023,Independent,Grocery Store,Sam's Club,3,21,5,5,Shop & Service
1827,1245,0,168,35.339487,-80.833862,20:33:56,20121110,Independent,Automotive Shop,Autobell Car Wash,2.5,24,9,5,Shop & Service
1589,208,1,168,35.310645,-80.75055,17:43:37,20121204,Combined,Restaurant,FireWater,2.5,46,5,2,Food
23,18,0,168,35.313461,-80.743011,18:45:56,20121204,Independent,Coffee Shop,Starbucks,3.5,14,5,2,Food
1828,1246,0,168,35.299561,-80.800519,19:23:05,20121204,Independent,Shop & Service,Advance Auto Parts,4.5,78,5,5,Shop & Service
1637,1121,0,168,35.176378,-80.797534,1:44:22,20121212,Independent,Donut Shop,Krispy Kreme,3.5,148,3,2,Food
403,294,0,168,35.314393,-80.754046,21:10:56,20121218,Independent,Grocery Store,Sam's Club,3,21,5,5,Shop & Service
1589,208,1,168,35.310645,-80.75055,1:20:34,20121221,Combined,Restaurant,FireWater,2.5,46,5,2,Food
1829,393,1,168,35.333713,-80.790318,0:27:45,20121223,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
1830,392,1,168,35.334405,-80.813764,0:52:29,2012418,Combined,Grocery Store,Harris Teeter,3,21,9,5,Shop & Service
1336,392,1,168,35.333588,-80.813959,1:09:25,2012418,Combined,Coffee Shop,Starbucks,3,14,9,2,Food
1829,393,1,168,35.333713,-80.790318,23:50:11,2012421,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
310,224,0,168,35.241289,-80.812423,3:49:32,2012422,Independent,Bakery,Am??lie's French Bakery & Caf??,4,106,1,2,Food
1831,1247,0,168,35.251828,-80.894411,18:03:19,2012422,Independent,Furniture / Home Store,Lumber Liquidators,3,84,2,5,Shop & Service
1830,392,1,168,35.334405,-80.813764,17:04:14,2012429,Combined,Grocery Store,Harris Teeter,3,21,9,5,Shop & Service
184,138,1,168,35.152828,-80.830965,17:28:24,2012505,Combined,Department Store,Dillard's,4,70,3,5,Shop & Service
1830,392,1,168,35.334405,-80.813764,18:39:10,2012505,Combined,Grocery Store,Harris Teeter,3,21,9,5,Shop & Service
631,446,0,168,35.30788,-80.842485,1:25:59,2012516,Independent,Fast Food Restaurant,Taco Bell,2,26,9,2,Food
1827,1245,0,168,35.339487,-80.833862,17:52:38,2012519,Independent,Automotive Shop,Autobell Car Wash,2.5,24,9,5,Shop & Service
465,162,1,168,35.35257,-80.85143,14:28:19,2012522,Combined,Electronics Store,Apple Store,3,40,9,5,Shop & Service
656,466,0,168,35.230808,-80.838192,19:06:43,2012527,Independent,Southern / Soul Food Restaurant,Delta's Restaurant,3,62,0,2,Food
310,224,0,168,35.241289,-80.812423,3:29:23,2012605,Independent,Bakery,Am??lie's French Bakery & Caf??,4,106,1,2,Food
1829,393,1,168,35.333713,-80.790318,0:56:33,2012610,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
616,295,1,168,35.22641,-80.844011,23:56:33,2012613,Combined,Steakhouse,Chima Steakhouse,4,96,0,2,Food
310,224,0,168,35.241289,-80.812423,3:07:57,2012627,Independent,Bakery,Am??lie's French Bakery & Caf??,4,106,1,2,Food
1806,282,1,168,35.296975,-80.74716,19:25:41,2012630,Combined,Arts & Crafts Store,Hobby Lobby,3.5,73,5,5,Shop & Service
1201,816,0,168,35.312069,-80.74464,19:33:20,2012630,Independent,Sandwich Place,Jersey Mike's Subs,3,35,5,2,Food
1827,1245,0,168,35.339487,-80.833862,17:28:36,2012703,Independent,Automotive Shop,Autobell Car Wash,2.5,24,9,5,Shop & Service
387,158,1,168,35.304117,-80.750036,18:48:11,2012703,Combined,Breakfast Spot,IHOP,2.5,56,5,2,Food
403,294,0,168,35.314393,-80.754046,15:03:48,2012707,Independent,Grocery Store,Sam's Club,3,21,5,5,Shop & Service
1832,1248,0,168,35.313693,-80.772833,14:15:14,2012711,Independent,Dentist's Office,Family Dentistry at CIC,2.5,134,5,6,Professional & Other Places
1829,393,1,168,35.333713,-80.790318,23:24:18,2012721,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
1827,1245,0,168,35.339487,-80.833862,15:32:22,2012724,Independent,Automotive Shop,Autobell Car Wash,2.5,24,9,5,Shop & Service
192,86,1,168,35.212922,-80.835197,23:08:15,2012805,Combined,Grocery Store,Marshalls,3.5,21,0,5,Shop & Service
1833,1249,0,168,35.308586,-80.844101,14:07:31,2012812,Independent,Burger Joint,McDonald's,2,38,9,2,Food
1829,393,1,168,35.333713,-80.790318,0:33:34,2013101,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
1834,909,1,168,35.333705,-80.797459,7:48:17,2013127,Combined,Burger Joint,McDonald's,1.5,38,5,2,Food
1175,163,1,168,35.349532,-80.855522,23:01:15,2013311,Combined,Arts & Crafts Store,Party City,3,73,9,5,Shop & Service
395,287,0,168,35.305874,-80.754154,23:40:25,2013311,Independent,Japanese Restaurant,Nakato Japanese Steakhouse,3.5,122,5,2,Food
6,4,1,168,35.239036,-80.845063,4:38:38,2013316,Combined,Nightlife Spot,World Nightclub,2,6,0,1,Nightlife Spot
440,318,0,168,35.156307,-80.795029,21:56:22,2013317,Independent,Grocery Store,The Fresh Market,3.5,21,3,5,Shop & Service
1829,393,1,168,35.333713,-80.790318,0:28:07,2013330,Combined,Liquor Store,Mecklenburg County ABC Store,4,113,5,5,Shop & Service
310,224,0,168,35.241289,-80.812423,5:10:30,2013406,Independent,Bakery,Am??lie's French Bakery & Caf??,4,106,1,2,Food
1808,393,1,168,35.33398,-80.79218,0:38:15,2013412,Combined,Japanese Restaurant,Niyo,2.5,122,5,2,Food
616,295,1,168,35.22641,-80.844011,22:29:40,2013418,Combined,Steakhouse,Chima Steakhouse,4,96,0,2,Food
1161,792,0,168,35.337936,-80.757342,20:07:06,2013419,Independent,Burger Joint,Five Guys Burgers and Fries,4,38,5,2,Food
317,208,1,168,35.310608,-80.74964,4:03:27,2013421,Combined,Bar,Boardwalk Billy's Raw Bar And Ribs,3.5,7,5,1,Nightlife Spot
356,260,1,168,35.347458,-80.852637,18:39:01,2013422,Combined,Electronics Store,Best Buy Charlotte - North Lake,3,40,9,5,Shop & Service
1816,393,1,168,35.334955,-80.796155,23:26:10,2013422,Combined,Caribbean Restaurant,Anntony's Caribbean Cafe,3.5,193,5,2,Food
219,161,0,168,35.295145,-80.757923,20:25:46,2013510,Independent,Department Store,Walmart Supercenter,2,70,5,5,Shop & Service
550,392,1,168,35.334803,-80.813069,20:09:19,2013518,Combined,Sandwich Place,Lennys Subs,3.5,35,9,2,Food
1835,1250,0,168,35.303043,-80.834549,23:09:32,2013616,Independent,Park,Nevin Park,4.5,43,9,7,Outdoors & Recreation
544,387,1,168,35.247407,-80.805317,2:14:05,2013901,Combined,Sports Bar,JackBeagles,4,17,1,1,Nightlife Spot
550,392,1,168,35.334803,-80.813069,18:32:55,2013906,Combined,Sandwich Place,Lennys Subs,3.5,35,9,2,Food
1836,1251,0,169,35.086648,-80.849517,21:34:05,20121011,Independent,Gym / Fitness Center,Planet Fitness - Charlotte - Carmel Commons,3,64,6,5,Shop & Service
